Date,Temperature,W_speed,W_direction,Humidity,Tianjin,Weihai,Seoul
20150712,24.8,4,70,94.1,104,35,11
20150713,23.1,5.2,230,90.8,97,71,27
20150714,26.1,3.5,230,72.4,95,63,62
20150715,27.9,2.9,70,58.8,109,72,48
20150716,24.7,5,70,51.3,74,65,12
20150717,23.6,3.6,70,49.8,53,47,11
20150718,24.3,2.2,70,63.5,62,53,29
20150719,25.1,1.8,50,77.4,75,46,24
20150720,27.5,2.4,70,71.4,59,48,20
20150721,27,1.6,270,81.6,80,49,24
20150722,27.7,1.8,270,76.9,56,38,34
20150723,26.9,2.1,230,81,69,41,28
20150724,24.7,2,230,96.9,72,44,14
20150725,25,3.2,230,95.1,64,49,18
20150726,26,2.6,230,85.5,88,77,17
20150727,26.2,2.3,290,86,101,69,30
20150728,27.7,2.7,250,74.4,82,54,34
20150729,26.7,2.6,200,82.9,146,72,36
20150730,28.6,3.5,230,76.4,52,53,66
20150731,27.9,2.7,200,74.3,50,44,56
20150801,28.2,3.1,230,72.8,61,50,48
20150802,26.5,2.7,230,84.3,77,63,34
20150803,27.9,3.8,200,71.5,60,69,30
20150804,27.5,4.5,230,73.3,48,59,26
20150805,28.6,3.7,230,67,74,61,32
20150806,29.3,2,270,64.5,79,57,34
20150807,28.9,1.4,50,71.3,72,55,42
20150808,26.6,2.1,50,79.1,71,45,36
20150809,26.7,2.1,20,74.4,106,47,19
20150810,27,2.3,270,72.1,125,54,28
20150811,26.8,2.1,270,73.6,104,69,56
20150812,27.3,2,20,67.5,93,55,50
20150813,26.5,1.9,50,68.6,86,89,43
20150814,26.9,2.4,290,66.4,71,100,41
20150815,27.1,1.9,50,70.4,82,71,60
20150816,25.8,2,50,74.9,92,78,67
20150817,26.6,2.2,50,61.5,91,79,24
20150818,27.9,2.5,70,59.9,87,77,21
20150819,26.8,1.8,50,70.3,75,57,36
20150820,25.4,1.7,50,75.5,88,53,36
20150821,25.2,2,270,78.3,61,63,30
20150822,25.5,2.5,230,69.8,78,51,38
20150823,26.3,1.7,50,65.5,67,54,36
20150824,26.3,3.8,70,60.6,55,50,29
20150825,21.7,3.2,50,76.4,46,36,6
20150826,21.9,2.9,320,68.4,49,41,11
20150827,24.7,3.1,250,61.1,45,44,22
20150828,23.2,1.7,50,69.4,51,49,28
20150829,24.4,1.7,270,65.8,48,55,32
20150830,24.9,1.6,20,65.9,46,52,32
20150831,25.9,1.9,70,62.9,41,55,33
20150901,25.9,3.4,70,59.4,23,42,24
20150902,23.9,2.1,70,72.8,33,39,27
20150903,23.9,2.3,270,75.1,52,46,26
20150904,24.8,2.2,270,68.5,51,54,33
20150905,21.9,2.1,70,79.8,22,50,32
20150906,22.2,3.7,70,60.4,35,39,13
20150907,22.6,2.4,70,52.9,57,32,12
20150908,22.7,3.2,70,43.6,66,43,12
20150909,22.4,2.9,50,42.9,74,39,16
20150910,22.4,2.4,270,62.3,39,52,30
20150911,21,2.1,270,76.4,23,45,40
20150912,19.2,1.9,270,60.4,24,41,21
20150913,20.2,2.6,290,54.1,60,53,21
20150914,22.1,1.6,50,61.1,75,65,33
20150915,22.8,2.2,50,48.5,95,53,26
20150916,21.6,2.5,70,45.5,88,57,16
20150917,21.4,3.1,70,46.4,76,56,12
20150918,21.9,2.4,70,52.1,91,60,18
20150919,22.3,2.4,270,58.3,76,64,32
20150920,22.1,2,290,69,57,57,48
20150921,22.6,1.5,20,62.1,64,53,48
20150922,23.9,1.8,70,48.4,95,46,42
20150923,22,1.7,50,57.9,86,46,40
20150924,23.4,1.9,20,56.4,112,49,38
20150925,23.4,2.5,70,56.5,47,71,36
20150926,22.4,1.8,270,54.5,70,51,48
20150927,21.9,1.9,50,39.4,82,51,35
20150928,21.4,1.6,90,39.6,50,54,32
20150929,22.1,2.3,70,36.6,47,46,24
20150930,21.3,2.6,90,45.3,50,50,18
20151001,16.3,3.6,70,77.5,39,40,16
20151002,16.5,3.7,230,53.5,70,56,32
20151003,19.2,3.8,230,49.4,64,77,43
20151004,16.6,1.8,50,38.9,81,43,28
20151005,18,1.9,20,49.4,170,49,30
20151006,18.7,1.9,20,57.5,100,53,32
20151007,19.6,1.4,290,67.5,91,45,44
20151008,20.1,2.3,270,61.1,48,53,54
20151009,16.2,3.7,270,43.8,62,56,34
20151010,12.8,2.2,70,70.9,34,42,22
20151011,10.8,2.4,230,72.6,44,42,16
20151012,12.3,2.7,290,56.5,57,40,18
20151013,15,2.5,250,66.4,76,61,32
20151014,17.1,1.6,290,64.6,115,91,50
20151015,17.9,1.8,50,62.1,93,94,59
20151016,17.5,1.8,270,71,111,98,66
20151017,18.7,1.7,50,64.8,141,72,60
20151018,17.9,1.3,270,65.1,100,66,70
20151019,18.1,2,70,67.4,61,67,90
20151020,18.8,1.6,270,69.5,77,108,89
20151021,17.9,1.6,270,72.5,60,98,104
20151022,17.5,2.2,70,64.8,36,55,74
20151023,17.5,2.4,230,69.1,50,72,52
20151024,16.9,2.5,320,64.4,66,85,36
20151025,16.3,2.1,70,51,60,55,30
20151026,15,2.4,70,66.8,51,58,33
20151027,12.1,3.2,290,69.3,67,84,36
20151028,9.9,2.5,270,49,51,56,32
20151029,8.4,2.4,250,50.4,44,48,24
20151030,5.4,2.6,290,41.8,50,43,30
20151031,5.7,2.1,290,42.5,95,44,31
20151101,7,1.6,50,48.4,139,70,41
20151102,10.8,1.6,250,60.5,124,74,51
20151103,11.8,1.4,290,67.6,102,70,68
20151104,12.2,1.6,270,62,111,60,81
20151105,13.2,1.7,20,63.9,113,52,72
20151106,13.5,4.7,70,63.9,29,58,49
20151107,10.5,6,70,91.5,24,41,12
20151108,11.1,5.2,70,90.6,64,88,5
20151109,10.8,2.1,290,87.6,82,98,12
20151110,10,1.8,270,80,91,66,48
20151111,11.6,1.6,70,72.4,94,67,41
20151112,14.5,2.8,70,63.5,116,69,18
20151113,11.5,4,70,83.8,109,58,12
20151114,12.8,1.4,70,97.3,120,46,11
20151115,13.4,1.8,270,84.5,113,70,19
20151116,12.2,2.8,70,85.1,53,51,27
20151117,13.9,1.8,290,69.6,78,65,18
20151118,10.4,5.1,70,70.6,51,62,12
20151119,8.9,2.6,70,72.8,62,75,16
20151120,9.8,1.5,320,72.6,38,63,36
20151121,9.2,1.8,290,55.9,39,61,48
20151122,10.2,2.4,70,66.5,38,52,30
20151123,8.5,3.3,70,80.9,30,51,9
20151124,5.6,3.1,70,69.5,49,43,26
20151125,2.4,2.7,70,86.8,64,37,13
20151126,-2.7,3.7,290,63.8,49,39,36
20151127,-2.8,2.6,290,59.1,94,52,40
20151128,0.1,2.1,50,70.8,129,64,47
20151129,2.5,3.3,70,87.9,211,79,40
20151130,4.1,2,290,69.1,335,51,44
20151201,4,1.9,50,57.8,204,42,54
20151202,6,3.2,270,71.4,153,85,52
20151203,-0.7,4.1,270,79.3,32,54,22
20151204,-0.4,2.8,270,63.9,55,51,43
20151205,3.4,3.1,250,51.4,76,57,35
20151206,1.3,1.2,290,46.4,71,42,34
20151207,1.9,1.8,290,51.1,85,52,50
20151208,2.9,1.3,290,55.9,155,65,61
20151209,5,2.3,110,57.4,239,58,66
20151210,7.8,2.3,110,74.8,208,56,42
20151211,6.4,3.4,70,56.5,55,56,33
20151212,5.2,2.6,20,50.1,81,61,29
20151213,5.2,1.4,20,50.5,96,66,40
20151214,5,2.2,20,75.6,143,81,44
20151215,4.7,2.8,270,69.8,60,79,55
20151216,-1,3.9,20,50.9,30,47,31
20151217,-4.6,2.7,50,43.4,52,49,20
20151218,-3.3,2.2,110,61.9,96,68,41
20151219,-0.1,1.7,140,66.3,65,68,62
20151220,1.5,1.5,90,56.9,117,56,54
20151221,2.2,2.5,110,76,370,157,50
20151222,3.1,2.4,110,67.9,327,166,58
20151223,5.9,2.1,160,59.6,267,171,52
20151224,1.5,2.3,270,67.5,214,106,94
20151225,-0.8,2,270,46.3,180,69,30
20151226,0.9,2.4,70,73.3,152,134,66
20151227,-5.7,2.9,360,39,49,42,32
20151228,-5.7,2.3,70,38.4,102,61,26
20151229,-3.2,1.4,70,47.6,166,97,58
20151230,0.3,2.5,160,67.6,135,132,57
20151231,0.7,1.5,50,81.3,110,62,55
20160101,1.2,1.6,90,73,83,37,56
20160102,5.7,2,320,76.9,83,37,42
20160103,6.5,1.8,320,80.6,83,37,86
20160104,2,3.1,320,54.4,83,37,60
20160105,-2.7,2.3,20,39.4,53,189,32
20160106,-1.7,1.8,320,54.3,63,315,54
20160107,-3.4,2.5,20,51.8,51,45,42
20160108,-3.3,2,290,49.8,47,56,34
20160109,-2.1,2.1,360,57.1,173,54,40
20160110,0.3,2.6,50,42.3,171,85,32
20160111,-3.8,2.8,50,38.3,41,41,42
20160112,-5.2,2.5,50,46,48,47,51
20160113,-4.5,2,50,63,90,55,38
20160114,-3.4,1.7,230,52.1,116,69,46
20160115,-0.4,1.8,160,52.3,169,101,46
20160116,-0.2,2.9,90,68,94,115,64
20160117,1.7,2.4,90,64,58,96,66
20160118,-6.3,4.8,340,59.8,76,37,60
20160119,-12.8,5.4,340,45.9,63,34,41
20160120,-10.5,1.8,50,43.6,77,36,38
20160121,-7.1,1.8,320,44.3,78,50,50
20160122,-7.6,2.6,320,40.5,74,44,52
20160123,-11.5,4,340,42,70,38,34
20160124,-14.4,3.2,340,48.5,62,39,40
20160125,-9.4,1.9,320,47.1,73,69,52
20160126,-3.3,2.3,90,64.5,72,77,74
20160127,-1.1,2,340,56.3,102,69,60
20160128,-0.5,1.6,110,51.5,102,71,52
20160129,1.9,2.3,90,43.6,56,56,45
20160130,0.6,2,320,59.5,54,48,42
20160131,-3.9,3.2,320,34,45,50,41
20160201,-6,3,320,36,57,46,41
20160202,-5.3,2.2,340,41.8,37,57,46
20160203,-2.4,1.9,70,49.6,104,71,56
20160204,-0.7,2.4,320,50.1,36,64,56
20160205,-2.2,2.5,320,39.4,50,51,46
20160206,-3.1,2.9,320,38.6,45,41,52
20160207,-2.9,2,320,46.5,118,53,46
20160208,1.3,3.1,270,62.1,216,114,64
20160209,0.3,3,320,52.5,70,74,52
20160210,2.7,1.6,90,38.5,85,58,37
20160211,8.1,3.5,110,29.3,84,41,44
20160212,8.4,3.2,110,95.3,122,37,33
20160213,11,3.3,140,95,25,34,14
20160214,-2.6,4.6,320,73.1,27,53,30
20160215,-5.8,4,340,48.4,50,45,34
20160216,-2.7,2.7,320,65.6,70,64,30
20160217,0,2.3,320,53.9,49,62,41
20160218,3.5,3.2,270,66.4,60,69,46
20160219,2.3,1.7,290,56.4,61,61,75
20160220,1.3,2.9,340,37.1,34,46,46
20160221,-0.6,2.9,320,36.4,78,52,27
20160222,1.1,1.9,270,36.6,127,76,45
20160223,0.7,3.2,340,56,35,72,52
20160224,-3,2.9,340,42,55,53,36
20160225,-0.2,2.7,320,49.9,60,67,52
20160226,2.2,2.2,290,41.3,56,73,50
20160227,3.3,2,320,57.6,78,75,64
20160228,0.7,2.1,90,65.5,66,53,44
20160229,-3.8,4,320,48.6,40,52,61
20160301,-2.7,2.5,320,47.3,100,42,34
20160302,3.1,2.9,270,67.9,153,75,39
20160303,8.1,1.9,200,65.1,184,109,54
20160304,13.2,2.7,110,55.3,150,74,64
20160305,11.3,2.6,110,91.3,309,76,26
20160306,7.9,2.8,320,51,304,192,84
20160307,8.1,2,110,36.9,128,88,100
20160308,2.7,3.1,340,40.4,55,45,70
20160309,0.3,3.5,340,37.5,44,34,46
20160310,-1.1,3.2,340,37.8,62,41,36
20160311,-0.5,2.6,320,43.8,71,55,36
20160312,2,2.5,270,55.6,105,82,47
20160313,3.7,1.6,20,68.1,96,60,58
20160314,4.7,2.6,320,57,107,68,62
20160315,5.2,2.2,320,43.4,126,65,59
20160316,7.5,2,320,45.1,140,51,60
20160317,9.3,1.4,70,40.9,115,45,70
20160318,13.4,2.4,110,50,154,57,60
20160319,11.4,2.5,320,58.3,88,63,72
20160320,10.6,2.2,320,54,72,66,77
20160321,9.9,2.2,320,54.1,89,73,81
20160322,8,2.5,320,58.1,137,105,68
20160323,8.2,2.9,340,49.6,63,57,72
20160324,7.2,2.4,320,36.5,55,55,41
20160325,7.1,2.2,320,43.9,71,51,68
20160326,6.5,2.2,320,54.5,58,77,65
20160327,7.2,2.6,320,55.6,70,93,66
20160328,9.8,2,290,47.8,100,96,66
20160329,11.3,3.2,270,57.8,95,90,93
20160330,11.5,2.2,320,49.9,119,67,84
20160331,13.5,2.1,90,27,173,59,52
20160401,15.3,2,320,26,141,85,70
20160402,15,2.3,320,40.8,57,73,77
20160403,10.7,1.7,70,75.1,81,56,46
20160404,12.3,2.2,320,42.6,100,70,30
20160405,11.4,2.5,290,45.1,128,91,62
20160406,14.4,1.9,90,44.3,120,71,69
20160407,14.1,3,290,69.5,121,75,42
20160408,11.1,2.5,320,76.1,84,130,69
20160409,10.7,1.8,250,83.9,255,147,100
20160410,13.4,2.1,290,71.3,131,107,112
20160411,12.5,2.4,320,43.8,82,59,48
20160412,14.1,2.3,320,42.6,110,61,56
20160413,15.6,1.7,320,67.5,212,63,55
20160414,12.4,2.6,320,75.9,85,89,56
20160415,15,2.6,320,46.4,102,75,54
20160416,14.9,2.9,110,58.9,73,46,52
20160417,10.8,4.7,270,66.8,45,55,50
20160418,11.2,3.1,290,65.4,45,61,62
20160419,12,2.2,320,55.1,78,49,46
20160420,14.3,2.1,90,54,93,54,62
20160421,13.5,2.8,110,87.6,100,73,27
20160422,13.5,2.6,320,83.4,112,348,68
20160423,13.5,2.1,320,52.1,73,442,162
20160424,15.5,1.9,320,39.6,98,182,128
20160425,17.2,1.7,70,34.8,81,144,72
20160426,21.1,2,110,34.8,87,81,74
20160427,17.2,3.6,110,32,80,95,51
20160428,17.2,2,90,34.4,84,80,58
20160429,16.2,2.5,270,47.6,93,70,63
20160430,15.9,2.8,270,45.3,83,91,71
20160501,18.8,2.2,250,40.5,96,81,46
20160502,21.1,2.2,200,64.5,78,50,50
20160503,12.9,4.9,270,86.1,58,35,21
20160504,15.7,5.1,290,46.6,66,64,56
20160505,18.9,1.7,320,50.8,72,58,56
20160506,16.3,2,320,89.3,236,135,45
20160507,16.5,2.6,290,60.3,193,65,99
20160508,19.4,2.1,90,44.8,75,49,53
20160509,20.2,2,340,43,72,53,58
20160510,14.5,2.3,20,82.4,74,67,30
20160511,16.4,2,290,60.9,101,87,30
20160512,17.8,2.7,230,62.4,55,85,35
20160513,18.6,2.1,270,57,65,42,39
20160514,20.2,2.3,20,47.1,63,58,36
20160515,17.4,2.7,270,73.9,47,40,38
20160516,15.9,3.2,250,57,64,63,36
20160517,19.3,1.9,290,48.8,84,64,64
20160518,22.3,1.9,290,40.3,82,54,48
20160519,24.3,1.6,290,36.4,83,53,40
20160520,24,1.8,20,32,78,56,46
20160521,24.1,2,70,23.8,77,53,38
20160522,24.7,1.9,50,35,78,66,53
20160523,23.3,2.1,50,43,84,49,66
20160524,16.8,2.6,250,82.6,56,75,34
20160525,19.7,2.7,230,67.9,43,84,82
20160526,19.4,1.8,270,72,70,58,91
20160527,20.9,1.7,270,61.3,98,96,76
20160528,21.7,2.1,250,56.1,71,91,74
20160529,21.5,2.3,270,56.1,87,66,76
20160530,22.1,2.4,270,57.3,101,87,85
20160531,21.6,2.5,270,63.6,94,72,74
20160601,23.3,2.1,50,45.8,49,39,42
20160602,23.2,2.4,50,38.3,48,58,36
20160603,22.2,2.2,270,48.1,64,51,48
20160604,21.2,1.6,270,51.8,77,37,52
20160605,24.7,1.7,70,47.3,58,44,50
20160606,23.3,2.3,110,49.1,46,45,23
20160607,21.7,1.7,270,69.5,74,49,40
20160608,22.1,2.3,270,65.9,80,59,40
20160609,24.1,2,270,59.5,96,61,52
20160610,24.6,2.2,270,60.9,94,47,60
20160611,23.5,1.7,250,74.3,27,49,48
20160612,23.5,2.1,250,79.4,54,53,28
20160613,23.5,2.4,270,70.5,54,45,60
20160614,23.8,2.1,230,62.5,57,47,52
20160615,20.9,2.7,200,81.8,30,42,34
20160616,20.9,2.8,200,73.5,64,48,32
20160617,23.8,2.5,230,63.1,87,66,56
20160618,24.5,1.8,270,58,37,64,63
20160619,24.1,1.9,270,64.5,74,49,40
20160620,24.7,1.7,250,66,58,61,51
20160621,26,1.7,270,60.1,70,50,58
20160622,24.3,2,50,75.1,55,36,69
20160623,24.7,2.1,50,71,68,34,40
20160624,23.1,2,270,75.8,30,43,42
20160625,22.8,2.8,270,63.1,32,49,35
20160626,24.4,2.7,270,58.4,54,47,32
20160627,24.4,1.6,270,55.5,55,72,36
20160628,24.7,1.8,270,61.1,47,54,60
20160629,25.3,2.2,200,58,67,38,38
20160630,24.6,2.8,200,78.1,73,48,30
20160701,24,2.3,200,86.5,53,34,26
20160702,23.5,2.4,270,81.4,47,50,14
20160703,23.5,1.6,140,70.4,59,52,38
20160704,21.8,3,70,85.1,49,50,28
20160705,23.1,2.8,230,93.6,30,26,12
20160706,22.9,1.9,200,74,31,36,17
20160707,24,1.3,250,71.6,40,37,38
20160708,27.3,1.8,290,66.5,36,34,52
20160709,27.7,2,270,64.8,40,40,39
20160710,27.9,1.8,270,64.4,42,44,35
20160711,28.4,1.7,50,67.4,38,33,50
20160712,26.3,2.1,270,65.5,35,30,34
20160713,26.3,2.1,270,69,38,40,30
20160714,27.5,2.1,200,66.9,47,48,30
20160715,26.2,2.6,70,60,40,45,18
20160716,20.8,3.5,50,92.8,20,18,10
20160717,21.7,2.6,200,82.9,34,30,14
20160718,24.4,1.5,290,75.1,56,57,28
20160719,27.1,1.5,20,65.5,51,52,36
20160720,28.6,1.9,50,62.5,47,41,36
20160721,28.3,2.2,90,61.3,43,45,30
20160722,29.1,2.2,90,64,50,53,35
20160723,28.7,1.9,250,70.4,53,52,42
20160724,28,2,270,77.9,61,64,35
20160725,28.4,1.9,270,75.3,48,53,42
20160726,28.4,2.6,230,69,42,36,34
20160727,27.6,3.2,200,76.4,50,51,33
20160728,28,2.8,230,70.6,62,66,52
20160729,26.3,1.6,50,82.3,66,64,39
20160730,28.6,2.1,200,73.5,58,61,38
20160731,28.9,1.6,270,72.1,47,43,43
20160801,28.4,1.6,20,72,30,32,30
20160802,27.2,1.2,270,72.5,32,35,26
20160803,29.1,1.6,50,65.4,34,29,30
20160804,30.7,1.6,50,59.6,27,30,30
20160805,31.2,1.8,50,60.1,39,40,38
20160806,30.5,1.7,270,64.8,46,49,54
20160807,30.6,1.9,270,56,40,45,35
20160808,30.5,1.8,320,63.1,40,38,40
20160809,29.3,1.9,70,68.3,37,44,30
20160810,29.4,1.9,270,66.3,35,40,52
20160811,30.5,2,270,64.1,37,40,33
20160812,30.4,2,270,68.3,40,36,44
20160813,30.2,2.4,270,67.9,38,41,35
20160814,28.9,1.9,290,74,43,47,34
20160815,29.1,1.9,270,65.5,41,42,38
20160816,29.3,1.6,290,64.9,37,44,48
20160817,29.9,1.9,290,60.4,50,53,42
20160818,29.9,1.6,50,61.9,41,43,54
20160819,28.9,1.4,50,69.5,43,39,60
20160820,30.1,1.7,70,59,31,29,34
20160821,30.7,2.1,50,57.5,27,26,28
20160822,30.7,2.1,50,58,38,40,30
20160823,28.3,2.1,50,68.8,41,45,34
20160824,29.1,1.8,290,59.1,50,53,36
20160825,27.1,1.9,270,70.4,33,37,30
20160826,23,3.6,70,57,31,33,14
20160827,23.4,3.1,70,43.3,30,31,14
20160828,21,2.6,20,62.5,44,45,11
20160829,22.2,2,290,54.5,52,49,16
20160830,20.6,3.3,270,60.4,49,63,36
20160831,17.7,3.8,250,85.3,48,41,21
20160901,23.2,3.1,200,71.3,30,52,58
20160902,24.2,2.7,70,68.5,42,54,42
20160903,23.9,1.8,50,73.8,48,53,22
20160904,25.6,1.5,50,71.3,43,53,22
20160905,26.4,1.7,270,66.1,41,65,30
20160906,24.7,1.8,270,69,52,68,57
20160907,24.3,1.8,270,69.8,30,52,69
20160908,23,1.3,270,76.4,27,48,57
20160909,23.9,1.8,20,71.1,54,59,42
20160910,24.4,1.6,20,65.4,86,58,40
20160911,24.5,1.7,70,66.3,37,48,40
20160912,23.4,1.9,50,68.9,45,48,28
20160913,24.6,1.8,70,62.5,63,56,17
20160914,24.6,1.8,200,66.1,81,56,32
20160915,23.9,1.3,270,68.1,93,66,40
20160916,24.6,1.5,290,64.9,100,47,49
20160917,23.1,2.9,70,64.8,38,46,30
20160918,23.5,3.1,70,53.4,34,41,22
20160919,21.9,3.5,50,53.3,27,43,13
20160920,20.6,3.1,50,41.1,41,29,17
20160921,20.2,2,70,43.4,51,36,34
20160922,21.9,1.8,70,46.3,79,38,39
20160923,21.4,1.6,50,57.9,93,38,50
20160924,22.3,1.6,20,60.6,98,71,59
20160925,23,1.2,270,57.6,93,38,48
20160926,23.6,1.8,50,59.1,86,43,44
20160927,21,1.3,50,82.5,42,39,35
20160928,19.9,1.3,270,84.6,37,38,34
20160929,20.4,3,70,64.4,62,34,14
20160930,20.5,1.6,50,66.9,71,45,30
20161001,21.1,1.2,50,69,96,51,46
20161002,19,2.7,70,84.1,100,34,30
20161003,22.7,2.7,270,73.3,93,45,16
20161004,22,2.4,70,58.9,51,47,30
20161005,21.1,3,70,61.9,47,45,26
20161006,18,2.6,290,59.3,39,36,40
20161007,19.7,2.6,70,67.8,41,35,26
20161008,16.8,2.9,270,66.4,24,37,21
20161009,11.3,2.9,320,46.3,54,34,18
20161010,14,1.6,50,43.3,80,43,27
20161011,15.4,1.8,270,62.4,76,71,44
20161012,15.5,2,290,57,41,44,53
20161013,15.2,1.4,270,44.1,128,48,43
20161014,16.7,1.3,20,61.8,54,83,64
20161015,19.1,1.3,50,60.6,92,67,71
20161016,17.2,1.5,70,74.1,59,57,53
20161017,17.5,1.4,270,76.1,73,60,49
20161018,17,1.4,50,70.9,80,57,54
20161019,18,1.5,20,67.6,106,84,60
20161020,18.6,1.8,50,61.3,28,76,59
20161021,17.9,3,70,58.6,50,42,24
20161022,18.3,1.8,50,59,34,47,34
20161023,13.3,4,50,66.3,49,39,13
20161024,15.1,2.4,50,54.8,80,25,16
20161025,14.1,2.2,70,84,91,41,17
20161026,13.3,1.4,270,81,72,64,40
20161027,14.6,1.9,50,65.4,62,31,44
20161028,14.6,2.5,290,61.8,22,35,39
20161029,7.8,3,320,40.3,48,37,39
20161030,7.9,1.5,270,31.9,72,50,30
20161031,5.7,2,290,59.9,29,32,30
20161101,1.5,2.7,290,43.6,71,27,24
20161102,4.1,1.4,250,53.1,91,56,36
20161103,9.1,1.6,250,62.8,129,78,43
20161104,12.3,2.7,180,67,141,72,60
20161105,15,2.2,200,77.4,111,97,70
20161106,14,3.4,50,59.4,54,53,31
20161107,12.8,2.8,50,71.3,52,61,36
20161108,4.1,3.5,290,58,50,40,60
20161109,2.1,1.9,270,41.1,91,31,42
20161110,6,2,50,55.5,106,45,40
20161111,9.1,2.2,250,63.3,135,94,50
20161112,11.4,2.3,200,62.1,83,87,71
20161113,14.4,1.7,50,74.8,113,92,59
20161114,13.2,1.7,50,78.5,88,87,49
20161115,5.2,2.8,290,44.3,64,40,56
20161116,5.2,1.4,290,44.3,131,46,53
20161117,9.1,1.2,20,56.4,83,57,68
20161118,10.3,1.9,50,58.4,148,61,82
20161119,13,2.2,270,71.1,118,41,52
20161120,9.8,2.5,270,48.6,48,41,42
20161121,9.5,2.2,70,40.5,16,35,60
20161122,2,3.9,270,43.3,26,28,44
20161123,-1.8,3,290,37.5,58,30,42
20161124,-2.5,2.1,270,37.8,118,49,30
20161125,1,1.5,290,43.9,118,75,38
20161126,0.9,2.3,50,69.6,181,58,50
20161127,3.3,1.5,20,81.3,44,109,64
20161128,1.4,2.5,290,57.9,81,38,74
20161129,1.7,1.6,270,40.8,129,55,40
20161130,6,2,230,59.8,238,62,44
20161201,4.1,3.6,250,47.6,38,40,48
20161202,1.6,1.8,290,48.4,103,45,37
20161203,4.5,1.4,20,58.8,170,98,51
20161204,5.5,1.2,20,60.1,240,73,68
20161205,5.9,3,270,69.1,51,70,71
20161206,-1.1,2.5,270,38.5,95,43,26
20161207,1.7,2.3,50,58.3,121,79,49
20161208,2.1,1.7,50,70,94,71,54
20161209,1.4,2.8,270,65.8,32,35,32
20161210,-1.6,1.9,270,47.6,87,31,34
20161211,-1.1,1.2,20,42.6,131,52,32
20161212,2.3,1.9,50,37.9,183,41,40
20161213,3.4,2,290,53.6,67,40,57
20161214,-1.4,2.7,270,68.1,46,31,54
20161215,-5,3,270,41.8,64,32,38
20161216,-4.7,2.2,270,40.3,95,50,36
20161217,2.7,1.8,20,60.1,125,84,59
20161218,4.9,1.9,50,68.8,192,94,50
20161219,7.2,2.5,50,66,248,107,35
20161220,7.6,1.2,20,71.3,184,111,50
20161221,7.9,3.5,50,75.5,182,81,37
20161222,5.5,3.5,250,90.3,209,58,28
20161223,-2.5,3.6,270,71.1,36,29,52
20161224,-2.4,1.8,20,66,66,29,62
20161225,1,1.7,50,69.5,105,32,52
20161226,2.5,1.4,360,73.8,85,46,46
20161227,-2.3,3.5,270,54.6,65,31,41
20161228,-3.7,1.8,270,49,61,45,46
20161229,-4.2,2.8,290,53.1,48,43,38
20161230,-3.9,1.3,20,50.9,130,59,42
20161231,0.7,1.5,20,65.4,187,96,55
20170101,2.7,1.5,20,75.9,203,100,66
20170102,5,2.1,20,77.8,224,126,92
20170103,2,1.8,270,61.8,203,113,70
20170104,3.9,1.7,270,55,203,105,52
20170105,3.8,3.1,50,52.3,111,34,35
20170106,5.4,2.4,50,58.5,92,44,21
20170107,4.6,1.4,50,64.9,136,45,48
20170108,6.5,2.6,70,61.4,121,42,30
20170109,1.5,3.3,270,60.8,52,37,56
20170110,-3.7,3.2,270,45.1,67,41,32
20170111,-3.8,2.1,270,36.4,104,52,26
20170112,-2.2,3.1,270,43.1,125,91,31
20170113,-6,2.9,270,47.4,28,40,30
20170114,-8.4,3.8,290,33.3,36,42,48
20170115,-6.6,2.3,270,35.3,29,24,28
20170116,-3.8,1.4,20,37.6,65,56,46
20170117,-2,1.5,20,46.6,95,71,64
20170118,-0.5,1.3,270,68.9,88,89,84
20170119,-1.2,1.6,270,55.4,71,87,88
20170120,-4.4,3,270,70.3,30,35,56
20170121,-5.2,1.6,20,78.1,53,51,48
20170122,-8.3,3.8,290,51.3,36,42,76
20170123,-8.9,2.2,270,48.4,59,31,48
